,Ticker,Representative,Transaction,Amount,House,State,Party,Range,Date,OpenPrice,previous_seven_days,OpenPricePrevSevenDays,next_seven_days,OpenPriceNextSevenDays,previous_thirty_days,OpenPricePreviousThirtyDays,next_thirty_days,OpenPriceNextThirtyDays,previous_7_day_percent_change,next_7_day_percent_change,previous_30_day_percent_change,Next_12_days_present_percent_change,OpenPrice_spy,previous_seven_days_spy,OpenPricePrevSevenDays_spy,next_seven_days_spy,OpenPriceNextSevenDays_spy,previous_thirty_days_spy,OpenPricePrevThirtyDays_spy,next_thirty_days_spy,OpenPriceNextThirtyDays_spy,prev_7_days_spy_percent_change,next_7_days_spy_percent_change,prev_30_days_spy_percent_change,next_30_days_spy_percent_change
71,CCI,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,173.75,3/9/22,175.94,3/23/22,173.67,2/14/22,169.34,3/28/22,178.27,-0.012447425,-0.000460432,0.026042282,0.026014388,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
72,FITB,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,46.41,3/9/22,43.46,3/23/22,46.9,2/14/22,48.81,3/28/22,46.3,0.067878509,0.010558069,-0.049170252,-0.002370179,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
73,TFC,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,58.85,3/9/22,58.9,3/23/22,59.2,2/14/22,63.86,3/28/22,59.23,-0.000848896,0.005947324,-0.078452866,0.006457094,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
74,ABBV,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,156.5,3/9/22,148.26,3/23/22,160.01,2/14/22,141.78,3/28/22,160.61,0.055578039,0.022428115,0.103822824,0.026261981,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
75,CVX,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,158.79,3/9/22,162.77,3/23/22,166,2/14/22,137.94,3/28/22,165.9,-0.02445168,0.045405882,0.151152675,0.044776119,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
76,TGOPY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,8.8,3/9/22,8.02,3/23/22,9.38,2/14/22,9.28,3/28/22,9.33,0.097256858,0.065909091,-0.051724138,0.060227273,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
77,TTE,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,50.19,3/9/22,50.52,3/23/22,50.48,2/14/22,58.58,3/28/22,52.34,-0.006532067,0.005778043,-0.143222943,0.042837219,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
78,SFTBY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,19.79,3/9/22,20.41,3/23/22,21.93,2/14/22,22.75,3/28/22,22.1,-0.030377266,0.108135422,-0.13010989,0.116725619,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
79,RIO,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,70.59,3/9/22,75.67,3/23/22,76.95,2/14/22,78.38,3/28/22,78.53,-0.067133606,0.090097748,-0.099387599,0.112480521,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
80,PRU,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,111.26,3/9/22,107.87,3/23/22,118.39,2/14/22,118.3,3/28/22,120.45,0.031426717,0.064084127,-0.059509721,0.082599317,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
81,PWCDF,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,30.51,3/9/22,30.19,3/23/22,30.78,2/14/22,33,3/28/22,31.2,0.010599536,0.008849558,-0.075454545,0.022615536,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
82,TM,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,169.88,3/9/22,164.21,3/23/22,176.98,2/14/22,190,3/28/22,178.27,0.034528957,0.041794208,-0.105894737,0.049387803,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
83,DOW,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/23/22,63.4,3/16/22,59.16,3/30/22,64.48,2/21/22,61.1,4/4/22,64.51,0.071670047,0.0170347,0.037643208,0.017507886,446.91,3/16/22,429.89,3/29/22,460.02,2/23/22,432.66,4/4/22,453.13,0.039591523,0.029334765,0.032935793,0.013917791
84,PNC,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,188.4,3/9/22,188.6,3/23/22,194.89,2/14/22,208.36,3/28/22,194.74,-0.001060445,0.034447983,-0.095795738,0.033651805,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
85,FNF,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,49,3/9/22,46.94,3/23/22,49.74,2/14/22,48.46,3/28/22,50.45,0.043885812,0.015102041,0.011143211,0.029591837,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
86,MURGY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,26.59,3/9/22,26.12,3/23/22,26.12,2/14/22,29.81,3/28/22,26.5,0.017993874,-0.017675818,-0.108017444,-0.003384731,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
87,UOVEY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,47.94,3/9/22,43.47,3/23/22,47.2,2/14/22,50.09,3/28/22,47.52,0.102829538,-0.015435962,-0.042922739,-0.008760951,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
88,KMI,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,17.2,3/9/22,18.51,3/23/22,18.07,2/14/22,17.51,3/28/22,18.73,-0.070772555,0.050581395,-0.017704169,0.088953488,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
89,ENLAY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,6.4,3/9/22,6.56,3/23/22,6.23,2/14/22,7.11,3/28/22,6.44,-0.024390244,-0.0265625,-0.099859353,0.00625,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
90,MDLZ,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,61.46,3/9/22,61.6,3/23/22,61.67,2/14/22,66.94,3/28/22,61.65,-0.002272727,0.003416856,-0.081864356,0.003091442,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
91,MGDDY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,26.66,3/9/22,25.09,3/23/22,26.69,2/14/22,32.54,3/28/22,26.43,0.062574731,0.001125281,-0.180700676,-0.008627157,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
92,INTC,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,45.3,3/9/22,48.41,3/23/22,48.46,2/14/22,47.92,3/28/22,51.36,-0.064242925,0.069757174,-0.054674457,0.133774834,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
93,PEAK,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,32.85,3/9/22,32.56,3/23/22,33.39,2/14/22,32.48,3/28/22,34.34,0.008906634,0.016438356,0.011391626,0.045357686,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
94,DPSGY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,50.09,3/9/22,48.18,3/23/22,49.36,2/14/22,57.78,3/28/22,49.91,0.039643005,-0.014573767,-0.133091035,-0.003593532,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
95,CODYY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,12.56,3/9/22,11.91,3/23/22,12.47,2/14/22,13.59,3/28/22,12.2,0.054575987,-0.007165605,-0.075791023,-0.02866242,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
96,VZ,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,52.87,3/9/22,53.72,3/23/22,51.05,2/14/22,53.25,3/28/22,51.36,-0.015822785,-0.034424059,-0.00713615,-0.02856062,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
97,BMY,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,69.93,3/9/22,68.38,3/23/22,70.99,2/14/22,66.87,3/28/22,73.2,0.022667447,0.015158015,0.045760431,0.046761047,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
98,MCD,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,234.87,3/9/22,226.79,3/23/22,237.13,2/14/22,255.91,3/28/22,241.91,0.035627673,0.009622344,-0.082216404,0.029974028,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
99,GD,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,234.44,3/9/22,234.98,3/23/22,238.7,2/14/22,213.75,3/28/22,242.52,-0.002298068,0.018170961,0.096795322,0.034465108,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
100,PEP,John Rutherford,Sale,1001,Representatives,Florida,Republican,"$1,001-$15,000",3/16/22,158.41,3/9/22,159.81,3/23/22,164.25,2/14/22,169.42,3/28/22,165.1,-0.008760403,0.036866359,-0.064986424,0.042232182,429.89,3/9/22,425.14,3/22/22,445.86,2/15/22,443.73,3/28/22,452.06,0.01117279,0.037149038,-0.031190138,0.051571332
101,MS,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/3/22,89.68,2/24/22,89.85,3/10/22,85.77,2/1/22,102.96,3/15/22,85.45,-0.001892042,-0.043599465,-0.128982129,-0.047167707,440.47,2/24/22,411.02,3/9/22,425.14,2/2/22,455.5,3/15/22,419.77,0.071651015,-0.034803732,-0.032996707,-0.046995255
102,GOOG,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,2628,3/2/22,2692.17,3/16/22,2620,2/7/22,2874.18,3/21/22,2736.95,-0.02383579,-0.00304414,-0.085652256,0.041457382,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
103,GBCI,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,52.86,3/2/22,53.7,3/16/22,52.96,2/7/22,51.54,3/21/22,52.99,-0.015642458,0.00189179,0.025611176,0.002459327,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
104,FIS,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,88.2,3/2/22,93.75,3/16/22,93.67,2/7/22,114.3,3/21/22,94.88,-0.0592,0.062018141,-0.228346457,0.075736961,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
105,AAPL,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,161.48,3/2/22,164.39,3/16/22,157.05,2/7/22,172.86,3/21/22,163.51,-0.017701807,-0.027433738,-0.065833623,0.012571216,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
106,VBTX,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,36.89,3/2/22,39.48,3/16/22,40.8,2/7/22,40.18,3/21/22,40.99,-0.065602837,0.105990783,-0.081881533,0.111141231,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
107,AMGN,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/3/22,230.88,2/24/22,218.93,3/10/22,229.66,2/1/22,227.14,3/15/22,231.38,0.054583657,-0.00528413,0.016465616,0.002165627,440.47,2/24/22,411.02,3/9/22,425.14,2/2/22,455.5,3/15/22,419.77,0.071651015,-0.034803732,-0.032996707,-0.046995255
108,MSFT,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,283.44,3/2/22,295.36,3/16/22,289.11,2/7/22,306.17,3/21/22,298.89,-0.04035753,0.020004234,-0.074239801,0.054508891,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
109,TT,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/4/22,153.21,2/25/22,151.49,3/11/22,151.02,2/2/22,168.11,3/16/22,153.81,0.011353885,-0.014294106,-0.088632443,0.003916193,431.75,2/25/22,429.61,3/10/22,422.52,2/3/22,450.95,3/16/22,429.89,0.004981262,-0.021378112,-0.042576782,-0.004308049
110,OLLI,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/4/22,43.36,2/25/22,41.65,3/11/22,42.52,2/2/22,48.39,3/16/22,41,0.041056423,-0.019372694,-0.103947097,-0.054428044,431.75,2/25/22,429.61,3/10/22,422.52,2/3/22,450.95,3/16/22,429.89,0.004981262,-0.021378112,-0.042576782,-0.004308049
111,BX,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,115.23,3/2/22,125.34,3/16/22,112.69,2/7/22,131.56,3/21/22,122.02,-0.080660603,-0.022042871,-0.124125874,0.058925627,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
112,DAVA,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/4/22,111.74,2/25/22,128.03,3/11/22,110.3,2/2/22,126.83,3/16/22,116.48,-0.127235804,-0.012887059,-0.11897816,0.042419903,431.75,2/25/22,429.61,3/10/22,422.52,2/3/22,450.95,3/16/22,429.89,0.004981262,-0.021378112,-0.042576782,-0.004308049
113,KO,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/4/22,61.46,2/25/22,60.94,3/11/22,57.96,2/2/22,60.62,3/16/22,59.78,0.008532983,-0.056947608,0.013856813,-0.027334852,431.75,2/25/22,429.61,3/10/22,422.52,2/3/22,450.95,3/16/22,429.89,0.004981262,-0.021378112,-0.042576782,-0.004308049
114,HUBS,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/8/22,410.94,3/1/22,526.96,3/15/22,386.68,2/6/22,495.38,3/20/22,416.91,-0.220168514,-0.059035382,-0.170455004,0.014527668,419.62,3/1/22,435.04,3/14/22,420.89,2/7/22,449.51,3/18/22,438,-0.035445017,0.003026548,-0.066494627,0.043801535
115,CTSH,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/4/22,87.22,2/25/22,86.29,3/11/22,88.2,2/2/22,86.35,3/16/22,88.46,0.01077761,0.011235955,0.010075275,0.014216923,431.75,2/25/22,429.61,3/10/22,422.52,2/3/22,450.95,3/16/22,429.89,0.004981262,-0.021378112,-0.042576782,-0.004308049
116,KO,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/8/22,61.45,3/1/22,62.14,3/15/22,59.08,2/6/22,60.62,3/20/22,59.78,-0.011103959,-0.038567941,0.013691851,-0.027176566,419.62,3/1/22,435.04,3/14/22,420.89,2/7/22,449.51,3/18/22,438,-0.035445017,0.003026548,-0.066494627,0.043801535
117,ETSY,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/7/22,152.99,2/28/22,148.71,3/14/22,120.85,2/5/22,153.32,3/19/22,127.99,0.028780849,-0.21007909,-0.002152361,-0.163409373,431.55,2/28/22,432.03,3/11/22,428.12,2/4/22,446.35,3/17/22,433.59,-0.001111034,-0.007948094,-0.033157836,0.004727146
118,ABBV,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/8/22,149,3/1/22,147.67,3/15/22,152.26,2/6/22,135.41,3/20/22,156.5,0.009006569,0.021879195,0.100361864,0.05033557,419.62,3/1/22,435.04,3/14/22,420.89,2/7/22,449.51,3/18/22,438,-0.035445017,0.003026548,-0.066494627,0.043801535
119,LOW,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,227.98,3/2/22,220.6,3/16/22,233.13,2/7/22,230.52,3/21/22,236.5,0.033454216,0.022589701,-0.011018567,0.037371699,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
120,TXN,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/31/22,188.13,3/24/22,180.34,4/7/22,176.25,3/1/22,169.36,4/12/22,175.42,0.043196185,-0.063147823,0.110829003,-0.067559666,457.89,3/24/22,445.94,4/6/22,446.89,3/3/22,440.47,4/12/22,443.08,0.026797327,-0.024023237,0.039548664,-0.032344013
121,MCK,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,276.17,3/2/22,273.4,3/16/22,291.19,2/7/22,266.4,3/21/22,299.05,0.010131675,0.054386791,0.036674174,0.082847521,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
122,MSFT,Pete Sessions,Purchase,1001,Representatives,Texas,Republican,"$1,001-$15,000",4/15/22,283.44,4/8/22,300.44,4/22/22,281.68,3/16/22,289.11,4/27/22,282.1,-0.056583677,-0.006209427,-0.019611912,-0.004727632,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
123,DAVA,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,109.49,3/8/22,99.82,3/22/22,130.37,2/13/22,116.48,3/27/22,110.22,0.096874374,0.190702347,-0.060010302,0.006667276,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
124,SPXC,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,48.98,3/8/22,47.93,3/22/22,51.1,2/13/22,49.72,3/27/22,42.71,0.021906948,0.043282973,-0.014883347,-0.128011433,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
125,MDB,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,292.01,3/8/22,280.04,3/22/22,387.06,2/13/22,311.99,3/27/22,357.22,0.042743894,0.325502551,-0.064040514,0.22331427,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
126,TCEHY,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,38.11,3/8/22,49.12,3/22/22,49.85,2/13/22,47.2,3/27/22,42.25,-0.224144951,0.308055628,-0.192584746,0.108632905,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
127,CVET,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,16.14,3/8/22,17.43,3/22/22,16.84,2/13/22,16.22,3/27/22,14.59,-0.074010327,0.043370508,-0.004932182,-0.096034696,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
128,AAPL,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,150.9,3/8/22,158.82,3/22/22,165.51,2/13/22,157.05,3/27/22,155.91,-0.049867775,0.096819085,-0.039159503,0.033200795,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
129,TWKS,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,18.88,3/8/22,19,3/22/22,21.21,2/13/22,20.6,3/27/22,19.07,-0.006315789,0.123411017,-0.083495146,0.010063559,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
130,APD,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,220.03,3/8/22,221.51,3/22/22,235.45,2/13/22,226.37,3/27/22,236.42,-0.006681414,0.070081353,-0.028007245,0.074489842,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
131,TEX,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,38.04,3/8/22,35.41,3/22/22,39.91,2/13/22,38.62,3/27/22,33.75,0.074272804,0.04915878,-0.015018125,-0.112776025,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
132,PNGAY,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,12.25,3/8/22,13.82,3/22/22,14.77,2/13/22,12.7,3/27/22,12.28,-0.113603473,0.205714286,-0.035433071,0.00244898,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
133,PYCR,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,25.46,3/8/22,26.77,3/22/22,29,2/13/22,26.86,3/27/22,25.03,-0.048935375,0.139041634,-0.052122115,-0.016889238,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
134,XNGSY,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,48.7,3/8/22,50,3/22/22,60.51,2/13/22,48.65,3/27/22,53.54,-0.026,0.242505133,0.001027749,0.099383984,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
135,CCXI,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,22.26,3/8/22,23.28,3/22/22,24.27,2/13/22,23.13,3/27/22,19.25,-0.043814433,0.090296496,-0.037613489,-0.135220126,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
136,INTU,Josh Gottheimer,Sale,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/15/22,427.8,3/8/22,438.43,3/22/22,466.46,2/13/22,445,3/27/22,421.17,-0.024245604,0.090369331,-0.038651685,-0.015497896,419.77,3/8/22,419.62,3/21/22,444.34,2/14/22,439.92,3/25/22,451.16,0.000357466,0.058532053,-0.045803783,0.074779046
137,VZ,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,53.72,3/2/22,53.67,3/16/22,52.87,2/7/22,53.23,3/21/22,51.37,0.000931619,-0.015822785,0.009205335,-0.043745346,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
138,UPS,Josh Gottheimer,Purchase,1001,Representatives,New Jersey,Democratic,"$1,001-$15,000",3/9/22,209,3/2/22,205.9,3/16/22,212.6,2/7/22,225.49,3/21/22,218.19,0.015055852,0.01722488,-0.073129629,0.043971292,425.14,3/2/22,432.37,3/15/22,419.77,2/8/22,446.73,3/21/22,444.34,-0.016721789,-0.012631133,-0.048328968,0.045161594
